job_id,role,sim_min,sim_max,n,sim_range
JOB_0,Software Engineer,0.6647500991821289,0.6843668222427368,10,0.01961672306060791
JOB_1,Software Engineer,0.6978424787521362,0.7287454605102539,10,0.030902981758117676
JOB_10,Data Scientist,0.7479544878005981,0.7684891223907471,10,0.020534634590148926
JOB_100,Electrician,0.7094612121582031,0.7281550168991089,10,0.01869380474090576
JOB_101,Electrician,0.6864227056503296,0.7007313370704651,10,0.014308631420135498
JOB_102,Electrician,0.6456009149551392,0.6691198348999023,10,0.023518919944763184
JOB_103,Electrician,0.648882269859314,0.6699699759483337,10,0.021087706089019775
JOB_104,Mechanical Technician,0.6997681856155396,0.7192429304122925,10,0.01947474479675293
JOB_105,Mechanical Technician,0.726590096950531,0.7450048327445984,10,0.018414735794067383
JOB_106,Mechanical Technician,0.7068352699279785,0.7264854907989502,10,0.01965022087097168
JOB_107,Mechanical Technician,0.722353994846344,0.7435343265533447,10,0.021180331707000732
JOB_108,Mechanical Technician,0.7241945862770081,0.7373439073562622,10,0.01314932107925415
JOB_109,Mechanical Technician,0.7138247489929199,0.7212072014808655,10,0.007382452487945557
JOB_11,Data Scientist,0.7528666257858276,0.7724517583847046,10,0.019585132598876953
JOB_110,Mechanical Technician,0.7198790907859802,0.7352485656738281,10,0.0153694748878479
JOB_111,Mechanical Technician,0.6748511791229248,0.6873898506164551,10,0.012538671493530273
JOB_112,Construction Supervisor,0.6926266551017761,0.7068769931793213,10,0.014250338077545166
JOB_113,Construction Supervisor,0.7500967383384705,0.7633132338523865,10,0.013216495513916016
JOB_114,Construction Supervisor,0.6984924077987671,0.7114719152450562,10,0.012979507446289062
JOB_115,Construction Supervisor,0.6998690366744995,0.7102159261703491,10,0.01034688949584961
JOB_116,Construction Supervisor,0.7357894778251648,0.744763970375061,10,0.00897449254989624
JOB_117,Construction Supervisor,0.7041229009628296,0.7141053080558777,10,0.009982407093048096
JOB_118,Construction Supervisor,0.7059105634689331,0.7164018154144287,10,0.010491251945495605
JOB_119,Construction Supervisor,0.6985703706741333,0.7146009206771851,10,0.016030550003051758
JOB_12,Data Scientist,0.7181155681610107,0.7284144163131714,10,0.010298848152160645
JOB_120,Policy Analyst,0.6898139119148254,0.7002178430557251,10,0.010403931140899658
JOB_121,Policy Analyst,0.7106808423995972,0.722740888595581,10,0.012060046195983887
JOB_122,Policy Analyst,0.7158991098403931,0.7373013496398926,10,0.02140223979949951
JOB_123,Policy Analyst,0.7369134426116943,0.7530498504638672,10,0.01613640785217285
JOB_124,Policy Analyst,0.7570732831954956,0.7795844078063965,10,0.02251112461090088
JOB_125,Policy Analyst,0.7353315353393555,0.756750226020813,10,0.02141869068145752
JOB_126,Policy Analyst,0.709024965763092,0.7317293882369995,10,0.02270442247390747
JOB_127,Policy Analyst,0.7153117656707764,0.7355968952178955,10,0.02028512954711914
JOB_128,Social Worker,0.6822977066040039,0.6946831941604614,10,0.01238548755645752
JOB_129,Social Worker,0.6964247822761536,0.7090854644775391,10,0.012660682201385498
JOB_13,Data Scientist,0.7287957668304443,0.7428888082504272,10,0.01409304141998291
JOB_130,Social Worker,0.7396334409713745,0.7489509582519531,10,0.009317517280578613
JOB_131,Social Worker,0.7028557062149048,0.7124696969985962,10,0.009613990783691406
JOB_132,Social Worker,0.7215243577957153,0.7266734838485718,10,0.005149126052856445
JOB_133,Social Worker,0.6944625377655029,0.7186428904533386,10,0.024180352687835693
JOB_134,Social Worker,0.6931586265563965,0.7139068245887756,10,0.02074819803237915
JOB_135,Social Worker,0.7072610855102539,0.7362425923347473,10,0.028981506824493408
JOB_136,Graphic Designer,0.6824252009391785,0.6959011554718018,10,0.013475954532623291
JOB_137,Graphic Designer,0.665558934211731,0.6901258230209351,10,0.0245668888092041
JOB_138,Graphic Designer,0.7034508585929871,0.7213600873947144,10,0.017909228801727295
JOB_139,Graphic Designer,0.7079366445541382,0.7234846353530884,10,0.015547990798950195
JOB_14,Data Scientist,0.7165268063545227,0.7383211255073547,10,0.02179431915283203
JOB_140,Graphic Designer,0.7013870477676392,0.7211054563522339,10,0.019718408584594727
JOB_141,Graphic Designer,0.6815119981765747,0.6996275186538696,10,0.018115520477294922
JOB_142,Graphic Designer,0.6901246309280396,0.7021510601043701,10,0.012026429176330566
JOB_143,Graphic Designer,0.6841431856155396,0.6882173418998718,10,0.004074156284332275
JOB_15,Data Scientist,0.7220559120178223,0.7357409000396729,10,0.013684988021850586
JOB_16,Product Manager,0.7567516565322876,0.7712090611457825,10,0.014457404613494873
JOB_17,Product Manager,0.7023319005966187,0.7235483527183533,10,0.02121645212173462
JOB_18,Product Manager,0.7624212503433228,0.778548002243042,10,0.01612675189971924
JOB_19,Product Manager,0.7704384326934814,0.7834428548812866,10,0.013004422187805176
JOB_2,Software Engineer,0.7845271229743958,0.7974264621734619,10,0.012899339199066162
JOB_20,Product Manager,0.7128137350082397,0.7283762693405151,10,0.01556253433227539
JOB_21,Product Manager,0.7359027862548828,0.746756911277771,10,0.010854125022888184
JOB_22,Product Manager,0.7421711683273315,0.7531434297561646,10,0.010972261428833008
JOB_23,Product Manager,0.7445821762084961,0.7570817470550537,10,0.012499570846557617
JOB_24,Project Manager,0.6780064105987549,0.6901823282241821,10,0.012175917625427246
JOB_25,Project Manager,0.691293478012085,0.713492751121521,10,0.022199273109436035
JOB_26,Project Manager,0.7490662336349487,0.7603896856307983,10,0.01132345199584961
JOB_27,Project Manager,0.6851378679275513,0.702268660068512,10,0.017130792140960693
JOB_28,Project Manager,0.7094057202339172,0.7254629135131836,10,0.016057193279266357
JOB_29,Project Manager,0.7020746469497681,0.7136146426200867,10,0.011539995670318604
JOB_3,Software Engineer,0.7321656346321106,0.7433432340621948,10,0.011177599430084229
JOB_30,Project Manager,0.689008355140686,0.7087298631668091,10,0.019721508026123047
JOB_31,Project Manager,0.6906485557556152,0.7051903009414673,10,0.01454174518585205
JOB_32,Financial Analyst,0.6937075853347778,0.7086968421936035,10,0.014989256858825684
JOB_33,Financial Analyst,0.7052394151687622,0.7193330526351929,10,0.014093637466430664
JOB_34,Financial Analyst,0.7606350183486938,0.7745214700698853,10,0.013886451721191406
JOB_35,Financial Analyst,0.7174620628356934,0.7298387289047241,10,0.012376666069030762
JOB_36,Financial Analyst,0.7320000529289246,0.7455102205276489,10,0.013510167598724365
JOB_37,Financial Analyst,0.6959906220436096,0.7104083895683289,10,0.014417767524719238
JOB_38,Financial Analyst,0.7347221374511719,0.7476634383201599,10,0.012941300868988037
JOB_39,Financial Analyst,0.716916561126709,0.7294100522994995,10,0.012493491172790527
