job_id,role,sim_min,sim_max,n,sim_range
JOB_0,Software Engineer,0.3536089360713959,0.4049544930458069,10,0.05134555697441101
JOB_1,Software Engineer,0.4360250830650329,0.4703297615051269,10,0.034304678440093994
JOB_10,Data Scientist,0.530990481376648,0.5573627352714539,10,0.026372253894805908
JOB_100,Electrician,0.5787671804428101,0.6036899089813232,10,0.024922728538513184
JOB_101,Electrician,0.4274886846542358,0.4633535146713257,10,0.0358648300170899
JOB_102,Electrician,0.3497128486633301,0.3950954675674438,10,0.045382618904113714
JOB_103,Electrician,0.3463714718818664,0.3988552987575531,10,0.0524838268756867
JOB_104,Mechanical Technician,0.5171588063240051,0.5460885167121887,10,0.028929710388183594
JOB_105,Mechanical Technician,0.4750079214572906,0.505954921245575,10,0.030946999788284357
JOB_106,Mechanical Technician,0.5133297443389893,0.535915732383728,10,0.02258598804473877
JOB_107,Mechanical Technician,0.5597915053367615,0.5910021066665649,10,0.031210601329803467
JOB_108,Mechanical Technician,0.5706697702407837,0.5825285315513611,10,0.011858761310577393
JOB_109,Mechanical Technician,0.4812545776367187,0.5209723711013794,10,0.0397177934646607
JOB_11,Data Scientist,0.4917496740818023,0.5369687080383301,10,0.045219033956527765
JOB_110,Mechanical Technician,0.4302356541156769,0.4649973809719085,10,0.034761726856231634
JOB_111,Mechanical Technician,0.4432108402252197,0.4864257574081421,10,0.04321491718292236
JOB_112,Construction Supervisor,0.5843577980995178,0.6081501245498657,10,0.0237923264503479
JOB_113,Construction Supervisor,0.6242145895957947,0.6475239992141724,10,0.023309409618377686
JOB_114,Construction Supervisor,0.575259268283844,0.5945273041725159,10,0.019268035888671875
JOB_115,Construction Supervisor,0.6367954015731812,0.6646718382835388,10,0.027876436710357666
JOB_116,Construction Supervisor,0.6827758550643921,0.7129749059677124,10,0.030199050903320312
JOB_117,Construction Supervisor,0.5781763792037964,0.6206787824630737,10,0.042502403259277344
JOB_118,Construction Supervisor,0.5188692808151245,0.5587736368179321,10,0.03990435600280762
JOB_119,Construction Supervisor,0.5217483043670654,0.5454598665237427,10,0.023711562156677246
JOB_12,Data Scientist,0.4191419780254364,0.4414753019809723,10,0.02233332395553589
JOB_120,Policy Analyst,0.408042848110199,0.4392754733562469,10,0.031232625246047918
JOB_121,Policy Analyst,0.3938449621200561,0.4114537537097931,10,0.017608791589736994
JOB_122,Policy Analyst,0.5129498243331909,0.5365407466888428,10,0.023590922355651855
JOB_123,Policy Analyst,0.51767897605896,0.5469858646392822,10,0.029306888580322266
JOB_124,Policy Analyst,0.4820926189422607,0.5018711686134338,10,0.01977854967117315
JOB_125,Policy Analyst,0.3932080566883087,0.4118396341800689,10,0.0186315774917602
JOB_126,Policy Analyst,0.427173763513565,0.465310275554657,10,0.038136512041091974
JOB_127,Policy Analyst,0.4602108001708984,0.4870698451995849,10,0.026859045028686523
JOB_128,Social Worker,0.4630761742591858,0.491621196269989,10,0.028545022010803223
JOB_129,Social Worker,0.3940743207931518,0.4145984947681427,10,0.0205241739749909
JOB_13,Data Scientist,0.4407195150852203,0.479552686214447,10,0.03883317112922674
JOB_130,Social Worker,0.5922280550003052,0.6267217397689819,10,0.03449368476867676
JOB_131,Social Worker,0.4546356499195099,0.5077071189880371,10,0.05307146906852722
JOB_132,Social Worker,0.4805097877979278,0.5065845251083374,10,0.0260747373104096
JOB_133,Social Worker,0.4107260107994079,0.4479720592498779,10,0.03724604845046997
JOB_134,Social Worker,0.3832305669784546,0.4333764016628265,10,0.05014583468437189
JOB_135,Social Worker,0.527044951915741,0.5611618757247925,10,0.034116923809051514
JOB_136,Graphic Designer,0.4793540239334106,0.5098870992660522,10,0.030533075332641657
JOB_137,Graphic Designer,0.4149011969566345,0.4537585079669952,10,0.03885731101036066
JOB_138,Graphic Designer,0.561639666557312,0.58770352602005,10,0.026063859462738037
JOB_139,Graphic Designer,0.495524525642395,0.5396605134010315,10,0.044135987758636475
JOB_14,Data Scientist,0.4173554182052612,0.4428637027740478,10,0.02550828456878662
JOB_140,Graphic Designer,0.5670957565307617,0.6155548095703125,10,0.04845905303955078
JOB_141,Graphic Designer,0.5365606546401978,0.5753157138824463,10,0.038755059242248535
JOB_142,Graphic Designer,0.4981976747512817,0.5250630378723145,10,0.02686536312103277
JOB_143,Graphic Designer,0.5107883214950562,0.5502358675003052,10,0.03944754600524902
JOB_15,Data Scientist,0.3805298507213592,0.4044381380081177,10,0.02390828728675848
JOB_16,Product Manager,0.4716439843177795,0.5068272352218628,10,0.03518325090408331
JOB_17,Product Manager,0.4361773431301117,0.4577577114105224,10,0.02158036828041071
JOB_18,Product Manager,0.5446761250495911,0.5859083533287048,10,0.04123222827911377
JOB_19,Product Manager,0.4975830316543579,0.5416122078895569,10,0.044029176235198975
JOB_2,Software Engineer,0.5680744647979736,0.6094834208488464,10,0.0414089560508728
JOB_20,Product Manager,0.436412513256073,0.4705706238746643,10,0.03415811061859131
JOB_21,Product Manager,0.4215882420539856,0.4818468987941742,10,0.0602586567401886
JOB_22,Product Manager,0.4231156706809997,0.4694921970367431,10,0.04637652635574341
JOB_23,Product Manager,0.4736956059932709,0.5059623122215271,10,0.032266706228256226
JOB_24,Project Manager,0.4357000589370727,0.4672384858131408,10,0.031538426876068115
JOB_25,Project Manager,0.4288518130779266,0.4571709632873535,10,0.028319150209426935
JOB_26,Project Manager,0.618741512298584,0.6468840837478638,10,0.028142571449279785
JOB_27,Project Manager,0.5044134855270386,0.5301439762115479,10,0.025730490684509277
JOB_28,Project Manager,0.5561838150024414,0.5874087810516357,10,0.031224966049194336
