group,count,share,target_share,diff_from_target
african|female,165,0.1636904761904762,0.08333333333333333,0.08035714285714286
african|male,155,0.15376984126984128,0.08333333333333333,0.07043650793650795
east_southeast_asian|female,122,0.12103174603174603,0.08333333333333333,0.0376984126984127
east_southeast_asian|male,114,0.1130952380952381,0.08333333333333333,0.029761904761904767
western_european|male,89,0.0882936507936508,0.08333333333333333,0.0049603174603174705
south_asian|male,83,0.08234126984126984,0.08333333333333333,-0.0009920634920634885
south_asian|female,68,0.06746031746031746,0.08333333333333333,-0.015873015873015872
western_european|female,63,0.0625,0.08333333333333333,-0.02083333333333333
arabic_middle_eastern|female,46,0.04563492063492063,0.08333333333333333,-0.037698412698412696
hispanic_latin_american|female,40,0.03968253968253968,0.08333333333333333,-0.04365079365079365
arabic_middle_eastern|male,37,0.03670634920634921,0.08333333333333333,-0.04662698412698412
hispanic_latin_american|male,26,0.025793650793650792,0.08333333333333333,-0.057539682539682536
