job_domain,group,count,total_slots,share,target_share,diff_from_target
business,african|male,46,168,0.27380952380952384,0.08333333333333333,0.19047619047619052
business,african|female,30,168,0.17857142857142858,0.08333333333333333,0.09523809523809525
business,east_southeast_asian|male,19,168,0.1130952380952381,0.08333333333333333,0.029761904761904767
business,east_southeast_asian|female,17,168,0.10119047619047619,0.08333333333333333,0.017857142857142863
business,western_european|male,16,168,0.09523809523809523,0.08333333333333333,0.011904761904761904
business,south_asian|male,14,168,0.08333333333333333,0.08333333333333333,0.0
business,arabic_middle_eastern|male,9,168,0.05357142857142857,0.08333333333333333,-0.02976190476190476
business,south_asian|female,8,168,0.047619047619047616,0.08333333333333333,-0.03571428571428571
business,western_european|female,5,168,0.02976190476190476,0.08333333333333333,-0.05357142857142857
business,arabic_middle_eastern|female,4,168,0.023809523809523808,0.08333333333333333,-0.05952380952380952
creative,western_european|male,15,56,0.26785714285714285,0.08333333333333333,0.18452380952380953
creative,east_southeast_asian|female,8,56,0.14285714285714285,0.08333333333333333,0.05952380952380952
creative,african|male,7,56,0.125,0.08333333333333333,0.04166666666666667
creative,east_southeast_asian|male,7,56,0.125,0.08333333333333333,0.04166666666666667
creative,african|female,5,56,0.08928571428571429,0.08333333333333333,0.005952380952380959
creative,hispanic_latin_american|female,4,56,0.07142857142857142,0.08333333333333333,-0.011904761904761904
creative,arabic_middle_eastern|male,3,56,0.05357142857142857,0.08333333333333333,-0.02976190476190476
creative,south_asian|female,2,56,0.03571428571428571,0.08333333333333333,-0.047619047619047616
creative,south_asian|male,2,56,0.03571428571428571,0.08333333333333333,-0.047619047619047616
creative,western_european|female,2,56,0.03571428571428571,0.08333333333333333,-0.047619047619047616
creative,hispanic_latin_american|male,1,56,0.017857142857142856,0.08333333333333333,-0.06547619047619047
education,african|female,33,168,0.19642857142857142,0.08333333333333333,0.1130952380952381
education,african|male,22,168,0.13095238095238096,0.08333333333333333,0.04761904761904763
education,western_european|female,20,168,0.11904761904761904,0.08333333333333333,0.03571428571428571
education,east_southeast_asian|female,19,168,0.1130952380952381,0.08333333333333333,0.029761904761904767
education,arabic_middle_eastern|female,14,168,0.08333333333333333,0.08333333333333333,0.0
education,east_southeast_asian|male,13,168,0.07738095238095238,0.08333333333333333,-0.005952380952380945
education,south_asian|female,13,168,0.07738095238095238,0.08333333333333333,-0.005952380952380945
education,hispanic_latin_american|female,11,168,0.06547619047619048,0.08333333333333333,-0.01785714285714285
education,western_european|male,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
education,south_asian|male,8,168,0.047619047619047616,0.08333333333333333,-0.03571428571428571
education,hispanic_latin_american|male,3,168,0.017857142857142856,0.08333333333333333,-0.06547619047619047
education,arabic_middle_eastern|male,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
health,east_southeast_asian|female,32,168,0.19047619047619047,0.08333333333333333,0.10714285714285714
health,african|male,31,168,0.18452380952380953,0.08333333333333333,0.1011904761904762
health,african|female,30,168,0.17857142857142858,0.08333333333333333,0.09523809523809525
health,east_southeast_asian|male,14,168,0.08333333333333333,0.08333333333333333,0.0
health,south_asian|male,14,168,0.08333333333333333,0.08333333333333333,0.0
health,western_european|female,14,168,0.08333333333333333,0.08333333333333333,0.0
health,south_asian|female,12,168,0.07142857142857142,0.08333333333333333,-0.011904761904761904
health,western_european|male,7,168,0.041666666666666664,0.08333333333333333,-0.041666666666666664
health,arabic_middle_eastern|male,5,168,0.02976190476190476,0.08333333333333333,-0.05357142857142857
health,hispanic_latin_american|female,4,168,0.023809523809523808,0.08333333333333333,-0.05952380952380952
health,arabic_middle_eastern|female,3,168,0.017857142857142856,0.08333333333333333,-0.06547619047619047
health,hispanic_latin_american|male,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
public,western_european|male,14,112,0.125,0.08333333333333333,0.04166666666666667
public,african|female,13,112,0.11607142857142858,0.08333333333333333,0.03273809523809525
public,african|male,13,112,0.11607142857142858,0.08333333333333333,0.03273809523809525
public,east_southeast_asian|male,13,112,0.11607142857142858,0.08333333333333333,0.03273809523809525
public,south_asian|female,11,112,0.09821428571428571,0.08333333333333333,0.014880952380952384
public,east_southeast_asian|female,10,112,0.08928571428571429,0.08333333333333333,0.005952380952380959
public,south_asian|male,10,112,0.08928571428571429,0.08333333333333333,0.005952380952380959
public,western_european|female,10,112,0.08928571428571429,0.08333333333333333,0.005952380952380959
public,hispanic_latin_american|female,6,112,0.05357142857142857,0.08333333333333333,-0.02976190476190476
public,hispanic_latin_american|male,6,112,0.05357142857142857,0.08333333333333333,-0.02976190476190476
public,arabic_middle_eastern|female,3,112,0.026785714285714284,0.08333333333333333,-0.05654761904761904
public,arabic_middle_eastern|male,3,112,0.026785714285714284,0.08333333333333333,-0.05654761904761904
tech,african|female,28,168,0.16666666666666666,0.08333333333333333,0.08333333333333333
tech,western_european|male,24,168,0.14285714285714285,0.08333333333333333,0.05952380952380952
tech,south_asian|male,21,168,0.125,0.08333333333333333,0.04166666666666667
tech,east_southeast_asian|male,19,168,0.1130952380952381,0.08333333333333333,0.029761904761904767
tech,african|male,18,168,0.10714285714285714,0.08333333333333333,0.023809523809523808
tech,arabic_middle_eastern|male,11,168,0.06547619047619048,0.08333333333333333,-0.01785714285714285
