job_level,group,count,total_slots,share,target_share,diff_from_target
Junior,african|male,51,252,0.20238095238095238,0.08333333333333333,0.11904761904761905
Junior,east_southeast_asian|female,37,252,0.14682539682539683,0.08333333333333333,0.0634920634920635
Junior,african|female,33,252,0.13095238095238096,0.08333333333333333,0.04761904761904763
Junior,western_european|female,31,252,0.12301587301587301,0.08333333333333333,0.03968253968253968
Junior,east_southeast_asian|male,20,252,0.07936507936507936,0.08333333333333333,-0.003968253968253968
Junior,hispanic_latin_american|female,19,252,0.07539682539682539,0.08333333333333333,-0.007936507936507936
Junior,south_asian|female,17,252,0.06746031746031746,0.08333333333333333,-0.015873015873015872
Junior,western_european|male,16,252,0.06349206349206349,0.08333333333333333,-0.01984126984126984
Junior,arabic_middle_eastern|female,13,252,0.051587301587301584,0.08333333333333333,-0.031746031746031744
Junior,south_asian|male,9,252,0.03571428571428571,0.08333333333333333,-0.047619047619047616
Junior,arabic_middle_eastern|male,3,252,0.011904761904761904,0.08333333333333333,-0.07142857142857142
Junior,hispanic_latin_american|male,3,252,0.011904761904761904,0.08333333333333333,-0.07142857142857142
Lead,african|female,41,252,0.1626984126984127,0.08333333333333333,0.07936507936507937
Lead,east_southeast_asian|female,30,252,0.11904761904761904,0.08333333333333333,0.03571428571428571
Lead,african|male,28,252,0.1111111111111111,0.08333333333333333,0.027777777777777776
Lead,east_southeast_asian|male,27,252,0.10714285714285714,0.08333333333333333,0.023809523809523808
Lead,western_european|male,27,252,0.10714285714285714,0.08333333333333333,0.023809523809523808
Lead,south_asian|male,26,252,0.10317460317460317,0.08333333333333333,0.01984126984126984
Lead,south_asian|female,17,252,0.06746031746031746,0.08333333333333333,-0.015873015873015872
Lead,arabic_middle_eastern|female,13,252,0.051587301587301584,0.08333333333333333,-0.031746031746031744
Lead,arabic_middle_eastern|male,13,252,0.051587301587301584,0.08333333333333333,-0.031746031746031744
Lead,hispanic_latin_american|male,11,252,0.04365079365079365,0.08333333333333333,-0.03968253968253968
Lead,western_european|female,10,252,0.03968253968253968,0.08333333333333333,-0.04365079365079365
Lead,hispanic_latin_american|female,9,252,0.03571428571428571,0.08333333333333333,-0.047619047619047616
Mid,african|male,54,252,0.21428571428571427,0.08333333333333333,0.13095238095238093
Mid,african|female,44,252,0.1746031746031746,0.08333333333333333,0.09126984126984126
Mid,east_southeast_asian|male,29,252,0.11507936507936507,0.08333333333333333,0.031746031746031744
Mid,east_southeast_asian|female,26,252,0.10317460317460317,0.08333333333333333,0.01984126984126984
Mid,western_european|male,23,252,0.09126984126984126,0.08333333333333333,0.007936507936507936
Mid,western_european|female,19,252,0.07539682539682539,0.08333333333333333,-0.007936507936507936
Mid,south_asian|female,18,252,0.07142857142857142,0.08333333333333333,-0.011904761904761904
Mid,hispanic_latin_american|female,11,252,0.04365079365079365,0.08333333333333333,-0.03968253968253968
Mid,arabic_middle_eastern|female,9,252,0.03571428571428571,0.08333333333333333,-0.047619047619047616
Mid,south_asian|male,8,252,0.031746031746031744,0.08333333333333333,-0.051587301587301584
Mid,hispanic_latin_american|male,6,252,0.023809523809523808,0.08333333333333333,-0.05952380952380952
Mid,arabic_middle_eastern|male,5,252,0.01984126984126984,0.08333333333333333,-0.06349206349206349
Senior,african|female,47,252,0.1865079365079365,0.08333333333333333,0.10317460317460318
Senior,south_asian|male,40,252,0.15873015873015872,0.08333333333333333,0.07539682539682539
Senior,east_southeast_asian|male,38,252,0.15079365079365079,0.08333333333333333,0.06746031746031746
Senior,east_southeast_asian|female,29,252,0.11507936507936507,0.08333333333333333,0.031746031746031744
Senior,western_european|male,23,252,0.09126984126984126,0.08333333333333333,0.007936507936507936
Senior,african|male,22,252,0.0873015873015873,0.08333333333333333,0.003968253968253968
Senior,arabic_middle_eastern|male,16,252,0.06349206349206349,0.08333333333333333,-0.01984126984126984
Senior,south_asian|female,16,252,0.06349206349206349,0.08333333333333333,-0.01984126984126984
Senior,arabic_middle_eastern|female,11,252,0.04365079365079365,0.08333333333333333,-0.03968253968253968
Senior,hispanic_latin_american|male,6,252,0.023809523809523808,0.08333333333333333,-0.05952380952380952
Senior,western_european|female,3,252,0.011904761904761904,0.08333333333333333,-0.07142857142857142
Senior,hispanic_latin_american|female,1,252,0.003968253968253968,0.08333333333333333,-0.07936507936507936
