group,count,share,target_share,diff_from_target
western_european|male,317,0.314484126984127,0.08333333333333333,0.23115079365079366
western_european|female,171,0.16964285714285715,0.08333333333333333,0.08630952380952382
african|male,129,0.12797619047619047,0.08333333333333333,0.04464285714285714
east_southeast_asian|male,81,0.08035714285714286,0.08333333333333333,-0.0029761904761904656
african|female,62,0.061507936507936505,0.08333333333333333,-0.021825396825396824
arabic_middle_eastern|female,53,0.05257936507936508,0.08333333333333333,-0.03075396825396825
hispanic_latin_american|female,53,0.05257936507936508,0.08333333333333333,-0.03075396825396825
east_southeast_asian|female,35,0.034722222222222224,0.08333333333333333,-0.048611111111111105
arabic_middle_eastern|male,34,0.03373015873015873,0.08333333333333333,-0.0496031746031746
south_asian|male,31,0.030753968253968252,0.08333333333333333,-0.05257936507936507
south_asian|female,26,0.025793650793650792,0.08333333333333333,-0.057539682539682536
hispanic_latin_american|male,16,0.015873015873015872,0.08333333333333333,-0.06746031746031746
