job_level,group,count,total_slots,share,target_share,diff_from_target
Junior,western_european|male,62,252,0.24603174603174602,0.08333333333333333,0.16269841269841268
Junior,western_european|female,59,252,0.23412698412698413,0.08333333333333333,0.1507936507936508
Junior,south_asian|male,49,252,0.19444444444444445,0.08333333333333333,0.11111111111111112
Junior,east_southeast_asian|female,22,252,0.0873015873015873,0.08333333333333333,0.003968253968253968
Junior,east_southeast_asian|male,21,252,0.08333333333333333,0.08333333333333333,0.0
Junior,south_asian|female,15,252,0.05952380952380952,0.08333333333333333,-0.023809523809523808
Junior,arabic_middle_eastern|male,11,252,0.04365079365079365,0.08333333333333333,-0.03968253968253968
Junior,arabic_middle_eastern|female,5,252,0.01984126984126984,0.08333333333333333,-0.06349206349206349
Junior,hispanic_latin_american|female,3,252,0.011904761904761904,0.08333333333333333,-0.07142857142857142
Junior,african|male,2,252,0.007936507936507936,0.08333333333333333,-0.07539682539682539
Junior,hispanic_latin_american|male,2,252,0.007936507936507936,0.08333333333333333,-0.07539682539682539
Junior,african|female,1,252,0.003968253968253968,0.08333333333333333,-0.07936507936507936
Lead,western_european|male,55,252,0.21825396825396826,0.08333333333333333,0.13492063492063494
Lead,east_southeast_asian|male,50,252,0.1984126984126984,0.08333333333333333,0.11507936507936507
Lead,western_european|female,33,252,0.13095238095238096,0.08333333333333333,0.04761904761904763
Lead,east_southeast_asian|female,24,252,0.09523809523809523,0.08333333333333333,0.011904761904761904
Lead,south_asian|male,24,252,0.09523809523809523,0.08333333333333333,0.011904761904761904
Lead,hispanic_latin_american|male,19,252,0.07539682539682539,0.08333333333333333,-0.007936507936507936
Lead,arabic_middle_eastern|male,16,252,0.06349206349206349,0.08333333333333333,-0.01984126984126984
Lead,arabic_middle_eastern|female,11,252,0.04365079365079365,0.08333333333333333,-0.03968253968253968
Lead,african|male,7,252,0.027777777777777776,0.08333333333333333,-0.05555555555555555
Lead,south_asian|female,6,252,0.023809523809523808,0.08333333333333333,-0.05952380952380952
Lead,african|female,4,252,0.015873015873015872,0.08333333333333333,-0.06746031746031746
Lead,hispanic_latin_american|female,3,252,0.011904761904761904,0.08333333333333333,-0.07142857142857142
Mid,east_southeast_asian|male,48,252,0.19047619047619047,0.08333333333333333,0.10714285714285714
Mid,western_european|male,43,252,0.17063492063492064,0.08333333333333333,0.08730158730158731
Mid,south_asian|male,26,252,0.10317460317460317,0.08333333333333333,0.01984126984126984
Mid,east_southeast_asian|female,23,252,0.09126984126984126,0.08333333333333333,0.007936507936507936
Mid,african|male,22,252,0.0873015873015873,0.08333333333333333,0.003968253968253968
Mid,western_european|female,21,252,0.08333333333333333,0.08333333333333333,0.0
Mid,arabic_middle_eastern|male,19,252,0.07539682539682539,0.08333333333333333,-0.007936507936507936
Mid,south_asian|female,19,252,0.07539682539682539,0.08333333333333333,-0.007936507936507936
Mid,hispanic_latin_american|female,11,252,0.04365079365079365,0.08333333333333333,-0.03968253968253968
Mid,hispanic_latin_american|male,8,252,0.031746031746031744,0.08333333333333333,-0.051587301587301584
Mid,african|female,6,252,0.023809523809523808,0.08333333333333333,-0.05952380952380952
Mid,arabic_middle_eastern|female,6,252,0.023809523809523808,0.08333333333333333,-0.05952380952380952
Senior,western_european|male,55,252,0.21825396825396826,0.08333333333333333,0.13492063492063494
Senior,south_asian|male,54,252,0.21428571428571427,0.08333333333333333,0.13095238095238093
Senior,east_southeast_asian|male,28,252,0.1111111111111111,0.08333333333333333,0.027777777777777776
Senior,south_asian|female,24,252,0.09523809523809523,0.08333333333333333,0.011904761904761904
Senior,western_european|female,23,252,0.09126984126984126,0.08333333333333333,0.007936507936507936
Senior,arabic_middle_eastern|male,21,252,0.08333333333333333,0.08333333333333333,0.0
Senior,hispanic_latin_american|male,13,252,0.051587301587301584,0.08333333333333333,-0.031746031746031744
Senior,arabic_middle_eastern|female,10,252,0.03968253968253968,0.08333333333333333,-0.04365079365079365
Senior,african|female,8,252,0.031746031746031744,0.08333333333333333,-0.051587301587301584
Senior,east_southeast_asian|female,8,252,0.031746031746031744,0.08333333333333333,-0.051587301587301584
Senior,african|male,4,252,0.015873015873015872,0.08333333333333333,-0.06746031746031746
Senior,hispanic_latin_american|female,4,252,0.015873015873015872,0.08333333333333333,-0.06746031746031746
