job_id,role,sim_min,sim_max,n,sim_range
JOB_0,Software Engineer,0.3417084217071533,0.3844018578529358,10,0.04269343614578247
JOB_1,Software Engineer,0.5072727799415588,0.5462148189544678,10,0.038942039012908936
JOB_10,Data Scientist,0.4728240966796875,0.4962989687919616,10,0.023474872112274114
JOB_100,Electrician,0.4895095229148865,0.5209823846817017,10,0.031472861766815186
JOB_101,Electrician,0.4601607322692871,0.491477221250534,10,0.03131648898124689
JOB_102,Electrician,0.4012020826339721,0.4365673065185547,10,0.035365223884582575
JOB_103,Electrician,0.3846967816352844,0.4023131430149078,10,0.017616361379623358
JOB_104,Mechanical Technician,0.4826526343822479,0.5133687853813171,10,0.030716150999069214
JOB_105,Mechanical Technician,0.5299389362335205,0.5479425191879272,10,0.01800358295440674
JOB_106,Mechanical Technician,0.4956502020359039,0.510977029800415,10,0.015326827764511164
JOB_107,Mechanical Technician,0.5044363737106323,0.5386345386505127,10,0.03419816493988037
JOB_108,Mechanical Technician,0.4892542660236358,0.5067665576934814,10,0.017512291669845637
JOB_109,Mechanical Technician,0.4654693305492401,0.4825413525104522,10,0.017072021961212103
JOB_11,Data Scientist,0.4324260950088501,0.4468013346195221,10,0.014375239610671997
JOB_110,Mechanical Technician,0.5084190368652344,0.5343009233474731,10,0.02588188648223877
JOB_111,Mechanical Technician,0.4656655788421631,0.4852598905563354,10,0.019594311714172308
JOB_112,Construction Supervisor,0.4482918381690979,0.499155193567276,10,0.0508633553981781
JOB_113,Construction Supervisor,0.4826690554618835,0.5492668151855469,10,0.06659775972366339
JOB_114,Construction Supervisor,0.4561695158481598,0.4826929867267608,10,0.02652347087860102
JOB_115,Construction Supervisor,0.4048095345497131,0.452379822731018,10,0.04757028818130493
JOB_116,Construction Supervisor,0.4957688450813293,0.5465314984321594,10,0.050762653350830134
JOB_117,Construction Supervisor,0.4592559337615967,0.5004240274429321,10,0.04116809368133545
JOB_118,Construction Supervisor,0.4471782743930816,0.491026222705841,10,0.0438479483127594
JOB_119,Construction Supervisor,0.4276609420776367,0.4517193734645843,10,0.024058431386947576
JOB_12,Data Scientist,0.420386791229248,0.4370225667953491,10,0.01663577556610113
JOB_120,Policy Analyst,0.4418693780899048,0.4730575084686279,10,0.03118813037872309
JOB_121,Policy Analyst,0.4334562718868255,0.4626851081848144,10,0.02922883629798889
JOB_122,Policy Analyst,0.4653408825397491,0.4810416996479034,10,0.015700817108154297
JOB_123,Policy Analyst,0.4432935416698456,0.49233478307724,10,0.04904124140739441
JOB_124,Policy Analyst,0.4624889492988586,0.4910574555397033,10,0.028568506240844727
JOB_125,Policy Analyst,0.4741608500480652,0.4853671193122864,10,0.011206269264221191
JOB_126,Policy Analyst,0.4603914022445678,0.5222820043563843,10,0.06189060211181646
JOB_127,Policy Analyst,0.4345204830169678,0.4720441102981567,10,0.03752362728118891
JOB_128,Social Worker,0.4525102078914642,0.4978479146957397,10,0.04533770680427551
