job_domain,group,count,total_slots,share,target_share,diff_from_target
business,african|male,44,168,0.2619047619047619,0.08333333333333333,0.1785714285714286
business,western_european|male,36,168,0.21428571428571427,0.08333333333333333,0.13095238095238093
business,african|female,25,168,0.1488095238095238,0.08333333333333333,0.06547619047619048
business,hispanic_latin_american|male,14,168,0.08333333333333333,0.08333333333333333,0.0
business,east_southeast_asian|male,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
business,hispanic_latin_american|female,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
business,south_asian|female,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
business,western_european|female,8,168,0.047619047619047616,0.08333333333333333,-0.03571428571428571
business,south_asian|male,7,168,0.041666666666666664,0.08333333333333333,-0.041666666666666664
business,east_southeast_asian|female,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
business,arabic_middle_eastern|female,1,168,0.005952380952380952,0.08333333333333333,-0.07738095238095238
business,arabic_middle_eastern|male,1,168,0.005952380952380952,0.08333333333333333,-0.07738095238095238
creative,western_european|male,18,56,0.32142857142857145,0.08333333333333333,0.23809523809523814
creative,hispanic_latin_american|male,11,56,0.19642857142857142,0.08333333333333333,0.1130952380952381
creative,african|male,9,56,0.16071428571428573,0.08333333333333333,0.0773809523809524
creative,hispanic_latin_american|female,6,56,0.10714285714285714,0.08333333333333333,0.023809523809523808
creative,african|female,5,56,0.08928571428571429,0.08333333333333333,0.005952380952380959
creative,south_asian|male,5,56,0.08928571428571429,0.08333333333333333,0.005952380952380959
creative,east_southeast_asian|female,1,56,0.017857142857142856,0.08333333333333333,-0.06547619047619047
creative,east_southeast_asian|male,1,56,0.017857142857142856,0.08333333333333333,-0.06547619047619047
education,western_european|male,27,168,0.16071428571428573,0.08333333333333333,0.0773809523809524
education,hispanic_latin_american|female,22,168,0.13095238095238096,0.08333333333333333,0.04761904761904763
education,south_asian|male,21,168,0.125,0.08333333333333333,0.04166666666666667
education,arabic_middle_eastern|female,20,168,0.11904761904761904,0.08333333333333333,0.03571428571428571
education,western_european|female,20,168,0.11904761904761904,0.08333333333333333,0.03571428571428571
education,hispanic_latin_american|male,19,168,0.1130952380952381,0.08333333333333333,0.029761904761904767
education,african|male,13,168,0.07738095238095238,0.08333333333333333,-0.005952380952380945
education,african|female,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
education,south_asian|female,7,168,0.041666666666666664,0.08333333333333333,-0.041666666666666664
education,arabic_middle_eastern|male,4,168,0.023809523809523808,0.08333333333333333,-0.05952380952380952
education,east_southeast_asian|male,3,168,0.017857142857142856,0.08333333333333333,-0.06547619047619047
education,east_southeast_asian|female,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
health,african|male,48,168,0.2857142857142857,0.08333333333333333,0.20238095238095238
health,african|female,36,168,0.21428571428571427,0.08333333333333333,0.13095238095238093
health,western_european|female,28,168,0.16666666666666666,0.08333333333333333,0.08333333333333333
health,hispanic_latin_american|male,11,168,0.06547619047619048,0.08333333333333333,-0.01785714285714285
health,western_european|male,11,168,0.06547619047619048,0.08333333333333333,-0.01785714285714285
health,east_southeast_asian|female,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
health,arabic_middle_eastern|female,8,168,0.047619047619047616,0.08333333333333333,-0.03571428571428571
health,south_asian|female,7,168,0.041666666666666664,0.08333333333333333,-0.041666666666666664
health,hispanic_latin_american|female,5,168,0.02976190476190476,0.08333333333333333,-0.05357142857142857
health,east_southeast_asian|male,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
health,south_asian|male,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
public,hispanic_latin_american|male,29,112,0.25892857142857145,0.08333333333333333,0.17559523809523814
public,western_european|male,28,112,0.25,0.08333333333333333,0.16666666666666669
public,western_european|female,21,112,0.1875,0.08333333333333333,0.10416666666666667
public,east_southeast_asian|male,9,112,0.08035714285714286,0.08333333333333333,-0.0029761904761904656
public,hispanic_latin_american|female,8,112,0.07142857142857142,0.08333333333333333,-0.011904761904761904
public,african|male,7,112,0.0625,0.08333333333333333,-0.02083333333333333
public,east_southeast_asian|female,5,112,0.044642857142857144,0.08333333333333333,-0.038690476190476185
public,south_asian|male,3,112,0.026785714285714284,0.08333333333333333,-0.05654761904761904
public,south_asian|female,2,112,0.017857142857142856,0.08333333333333333,-0.06547619047619047
tech,western_european|male,38,168,0.2261904761904762,0.08333333333333333,0.14285714285714285
tech,african|male,28,168,0.16666666666666666,0.08333333333333333,0.08333333333333333
tech,african|female,24,168,0.14285714285714285,0.08333333333333333,0.05952380952380952
tech,east_southeast_asian|female,14,168,0.08333333333333333,0.08333333333333333,0.0
tech,arabic_middle_eastern|female,13,168,0.07738095238095238,0.08333333333333333,-0.005952380952380945
tech,western_european|female,11,168,0.06547619047619048,0.08333333333333333,-0.01785714285714285
tech,hispanic_latin_american|male,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
tech,hispanic_latin_american|female,9,168,0.05357142857142857,0.08333333333333333,-0.02976190476190476
tech,east_southeast_asian|male,8,168,0.047619047619047616,0.08333333333333333,-0.03571428571428571
tech,south_asian|male,6,168,0.03571428571428571,0.08333333333333333,-0.047619047619047616
tech,south_asian|female,5,168,0.02976190476190476,0.08333333333333333,-0.05357142857142857
tech,arabic_middle_eastern|male,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
trades,african|male,38,168,0.2261904761904762,0.08333333333333333,0.14285714285714285
trades,hispanic_latin_american|male,28,168,0.16666666666666666,0.08333333333333333,0.08333333333333333
trades,western_european|male,28,168,0.16666666666666666,0.08333333333333333,0.08333333333333333
trades,african|female,27,168,0.16071428571428573,0.08333333333333333,0.0773809523809524
trades,hispanic_latin_american|female,18,168,0.10714285714285714,0.08333333333333333,0.023809523809523808
trades,south_asian|male,12,168,0.07142857142857142,0.08333333333333333,-0.011904761904761904
trades,arabic_middle_eastern|female,7,168,0.041666666666666664,0.08333333333333333,-0.041666666666666664
trades,east_southeast_asian|female,4,168,0.023809523809523808,0.08333333333333333,-0.05952380952380952
trades,east_southeast_asian|male,3,168,0.017857142857142856,0.08333333333333333,-0.06547619047619047
trades,south_asian|female,3,168,0.017857142857142856,0.08333333333333333,-0.06547619047619047
